output_item_name,output_canonical_key,derived_craft_quantity,input_order,input_item_name,input_canonical_key,input_inventory_quantity,displayed_required_quantity,per_craft_quantity,evidence_source,evidence_date,review_status,notes
Gainite,gainite,0,5,Painite,painite,591,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Garnet Walking Stick,garnet walking stick,0,1,Leather,leather,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Garnet Walking Stick,garnet walking stick,0,2,Mushroom Paste,mushroom paste,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Garnet Walking Stick,garnet walking stick,0,3,Wood,wood,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Garnet Walking Stick,garnet walking stick,0,4,Unpolished Garnet,unpolished garnet,10525,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gazebo,gazebo,0,1,Nails,nails,32180,120,120,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gazebo,gazebo,0,2,Oak,oak,75,120,120,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gazebo,gazebo,0,3,Hammer,hammer,32175,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glass Jar,glass jar,0,1,Glass Orb,glass orb,0,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glass Jar,glass jar,0,2,Shimmer Quartz,shimmer quartz,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glass Jar,glass jar,0,3,Steel,steel,11092,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glowing Lantern,glowing lantern,0,1,Glowshroom,glowshroom,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glowing Lantern,glowing lantern,0,2,Iron,iron,32180,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glowing Lantern,glowing lantern,0,3,Iron Ring,iron ring,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glowing Lantern,glowing lantern,0,4,Green Twine,green twine,32159,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Glowing Lantern,glowing lantern,0,5,Glass Bottle,glass bottle,6230,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Aquamarine Ring,gold aquamarine ring,0,1,Aquamarine,aquamarine,32077,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Aquamarine Ring,gold aquamarine ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Aquamarine Ring,gold aquamarine ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Diamond Ring,gold diamond ring,0,1,Diamond,diamond,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Diamond Ring,gold diamond ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Diamond Ring,gold diamond ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Emerald Ring,gold emerald ring,0,1,Emerald,emerald,32051,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Emerald Ring,gold emerald ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Emerald Ring,gold emerald ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Garnet Ring,gold garnet ring,0,1,Garnet,garnet,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Garnet Ring,gold garnet ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Garnet Ring,gold garnet ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Jade Ring,gold jade ring,0,1,Jade,jade,19507,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Jade Ring,gold jade ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Jade Ring,gold jade ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Lemon Quartz Ring,gold lemon quartz ring,0,1,Lemon Quartz,lemon quartz,31368,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Lemon Quartz Ring,gold lemon quartz ring,0,2,Gold Ring,gold ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Gold Lemon Quartz Ring,gold lemon quartz ring,0,3,Strong Paste,strong paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
