normalized_key,primary_name,observed_names,match_status,occurrence_count,roles,match_candidate_count,matched_item_name,matched_category,matched_museum_category,matched_obtainable,notes
spring bangle,Spring Bangle,Spring Bangle,matched,1,page_item,1,Spring Bangle,Item,Items,Y,
spring basket 01,Spring Basket 01,Spring Basket 01,matched,1,page_item,1,Spring Basket 01,Item,Items,Y,
spring basket 02,Spring Basket 02,Spring Basket 02,matched,1,page_item,1,Spring Basket 02,Item,Items,Y,
spring basket 03,Spring Basket 03,Spring Basket 03,matched,1,page_item,1,Spring Basket 03,Item,Items,Y,
spring seeds,Spring Seeds,Spring Seeds,matched,1,page_item,1,Spring Seeds,Seed,Seeds,Y,
square key,Square Key,Square Key,matched,1,page_item,1,Square Key,Item,Items,Y,
stack of cards,Stack of Cards,Stack of Cards,matched,1,page_item,1,Stack of Cards,Item,Items,Y,
star,Star,Star,matched,1,page_item,1,Star,Event,Event,Y,
star bobblehead,Star Bobblehead,Star Bobblehead,matched,1,page_item,1,Star Bobblehead,Item,Items,Y,
star's treasure map,Star's Treasure Map,Star's Treasure Map,matched,1,page_item,1,Star's Treasure Map,Item,Items,Y,
starfish,Starfish,Starfish,matched,1,page_item,1,Starfish,Fish,Fish,Y,
steak kabob,Steak Kabob,Steak Kabob,matched,1,page_item,1,Steak Kabob,Item,Items,Y,
steel soap belt,Steel Soap Belt,Steel Soap Belt,matched,1,page_item,1,Steel Soap Belt,Item,Items,Y,
stingray,Stingray,Stingray,matched,1,page_item,1,Stingray,Fish,Fish,Y,
stone fragment,Stone Fragment,Stone Fragment,matched,1,page_item,1,Stone Fragment,Event,Event,Y,
stone jelly,Stone Jelly,Stone Jelly,matched,1,page_item,1,Stone Jelly,Fish,Fish,Y,
stone key,Stone Key,Stone Key,matched,1,page_item,1,Stone Key,Item,Items,Y,
stone shell,Stone Shell,Stone Shell,matched,2,ingredient; page_item,1,Stone Shell,Item,Items,Y,
stones of gallodor,Stones of Gallodor,Stones of Gallodor,matched,1,page_item,1,Stones of Gallodor,Item,Items,Y,
strange gem,Strange Gem,Strange Gem,matched,1,page_item,1,Strange Gem,Item,Items,Y,
strange key 01,Strange Key 01,Strange Key 01,matched,1,page_item,1,Strange Key 01,Item,Items,Y,
strange letter,Strange Letter,Strange Letter,matched,1,page_item,1,Strange Letter,Item,Items,Y,
strange mushroom,Strange Mushroom,Strange Mushroom,matched,1,page_item,1,Strange Mushroom,Event,Event,Y,
strange ring,Strange Ring,Strange Ring,matched,1,page_item,1,Strange Ring,Item,Items,Y,
strange temple necklace,Strange Temple Necklace,Strange Temple Necklace,matched,1,page_item,1,Strange Temple Necklace,Item,Items,Y,
strawberry good goods,Strawberry Good Goods,Strawberry Good Goods,matched,1,page_item,1,Strawberry Good Goods,Item,Items,Y,
sturdy saw,Sturdy Saw,Sturdy Saw,matched,1,page_item,1,Sturdy Saw,Item,Items,Y,
sugar cane,Sugar Cane,Sugar Cane,matched,1,page_item,1,Sugar Cane,Crop,Crops,Y,
sugar cane seeds,Sugar Cane Seeds,Sugar Cane Seeds,matched,1,page_item,1,Sugar Cane Seeds,Seed,Seeds,Y,
summer basket,Summer Basket,Summer Basket,matched,1,page_item,1,Summer Basket,Item,Items,Y,
sun shades,Sun Shades,Sun Shades,matched,1,page_item,1,Sun Shades,Item,Items,Y,
sunfish,Sunfish,Sunfish,matched,1,page_item,1,Sunfish,Fish,Fish,Y,
sunflower,Sunflower,Sunflower,matched,2,ingredient; page_item,1,Sunflower,Crop,Crops,Y,
sunflower seeds,Sunflower Seeds,Sunflower Seeds,matched,1,page_item,1,Sunflower Seeds,Seed,Seeds,Y,
sunscreen,Sunscreen,Sunscreen,matched,1,page_item,1,Sunscreen,Item,Items,Y,
sunstone,Sunstone,Sunstone,matched,1,page_item,1,Sunstone,Item,Items,Y,
supply bag 01,Supply Bag 01,Supply Bag 01,matched,1,page_item,1,Supply Bag 01,Item,Items,Y,
supply bag 02,Supply Bag 02,Supply Bag 02,matched,1,page_item,1,Supply Bag 02,Item,Items,Y,
supply crate 01,Supply Crate 01,Supply Crate 01,matched,1,page_item,1,Supply Crate 01,Item,Items,Y,
supply crate 02,Supply Crate 02,Supply Crate 02,matched,1,page_item,1,Supply Crate 02,Item,Items,Y,
supply voucher,Supply Voucher,Supply Voucher,matched,1,page_item,1,Supply Voucher,Meal,Meals,Y,
support's ticket,Support's Ticket,Support's Ticket,matched,1,page_item,1,Support's Ticket,Item,Items,Y,
swamp algae,Swamp Algae,Swamp Algae,matched,1,page_item,1,Swamp Algae,Item,Items,Y,
swamp gourd,Swamp Gourd,Swamp Gourd,matched,1,page_item,1,Swamp Gourd,Fish,Fish,Y,
swamp thistle,Swamp Thistle,Swamp Thistle,matched,2,ingredient; page_item,1,Swamp Thistle,Item,Items,Y,
swordfish,Swordfish,Swordfish,matched,1,page_item,1,Swordfish,Fish,Fish,Y,
tackle box,Tackle Box,Tackle Box,matched,1,page_item,1,Tackle Box,Item,Items,Y,
taco,Taco,Taco,matched,1,page_item,1,Taco,Event,Event,Y,
taffy,Taffy,Taffy,matched,1,page_item,1,Taffy,Event,Event,Y,
tanooki buddy doll,Tanooki Buddy Doll,Tanooki Buddy Doll,matched,1,page_item,1,Tanooki Buddy Doll,Item,Items,Y,
teapot,Teapot,Teapot,matched,1,page_item,1,Teapot,Item,Items,Y,
teddy bear,Teddy Bear,Teddy Bear,matched,1,page_item,1,Teddy Bear,Event,Event,Y,
tenfoo's lost sock,Tenfoo's Lost Sock,Tenfoo's Lost Sock,matched,1,page_item,1,Tenfoo's Lost Sock,Item,Items,Y,
thank you card,Thank You Card,Thank You Card,matched,1,page_item,1,Thank You Card,Card,Cards,Y,
thankful notes,Thankful Notes,Thankful Notes,matched,1,page_item,1,Thankful Notes,Event,Event,Y,
thomas bobblehead,Thomas Bobblehead,Thomas Bobblehead,matched,1,page_item,1,Thomas Bobblehead,Item,Items,Y,
thomas's cup of pb,Thomas's Cup of PB,Thomas's Cup of PB,matched,1,page_item,1,Thomas's Cup of PB,Item,Items,Y,
thomas's tavern tote,Thomas's Tavern Tote,Thomas's Tavern Tote,matched,1,page_item,1,Thomas's Tavern Tote,Item,Items,Y,
time egg,Time Egg,Time Egg,matched,1,page_item,1,Time Egg,Item,Items,Y,
tin can,Tin Can,Tin Can,matched,2,ingredient; page_item,1,Tin Can,Item,Items,Y,
toga buddy doll,Toga Buddy Doll,Toga Buddy Doll,matched,1,page_item,1,Toga Buddy Doll,Item,Items,Y,
toilet paper,Toilet Paper,Toilet Paper,matched,1,page_item,1,Toilet Paper,Event,Event,Y,
tomato seeds,Tomato Seeds,Tomato Seeds,matched,1,page_item,1,Tomato Seeds,Seed,Seeds,Y,
tombstone,Tombstone,Tombstone,matched,1,page_item,1,Tombstone,Event,Event,Y,
toothbrush,Toothbrush,Toothbrush,matched,1,page_item,1,Toothbrush,Event,Event,Y,
torch fish,Torch Fish,Torch Fish,matched,1,page_item,1,Torch Fish,Fish,Fish,Y,
tower key,Tower Key,Tower Key,matched,1,page_item,1,Tower Key,Item,Items,Y,
tower prep pack 01,Tower Prep Pack 01,Tower Prep Pack 01,matched,1,page_item,1,Tower Prep Pack 01,Item,Items,Y,
toxic tendrils,Toxic Tendrils,Toxic Tendrils,matched,1,page_item,1,Toxic Tendrils,Fish,Fish,Y,
travel voucher,Travel Voucher,Travel Voucher,matched,1,page_item,1,Travel Voucher,Meal,Meals,Y,
treasure key,Treasure Key,Treasure Key,matched,1,page_item,1,Treasure Key,Item,Items,Y,
treat bag 01,Treat Bag 01,Treat Bag 01,matched,1,page_item,1,Treat Bag 01,Event,Event,Y,
treat bag 02,Treat Bag 02,Treat Bag 02,matched,1,page_item,1,Treat Bag 02,Event,Event,Y,
treat bag 03,Treat Bag 03,Treat Bag 03,matched,1,page_item,1,Treat Bag 03,Event,Event,Y,
treat bag 04,Treat Bag 04,Treat Bag 04,matched,1,page_item,1,Treat Bag 04,Event,Event,Y,
treat bag 05,Treat Bag 05,Treat Bag 05,matched,1,page_item,1,Treat Bag 05,Event,Event,Y,
treat bag 06,Treat Bag 06,Treat Bag 06,matched,1,page_item,1,Treat Bag 06,Event,Event,Y,
tribal mask,Tribal Mask,Tribal Mask,matched,1,page_item,1,Tribal Mask,Item,Items,Y,
tribal staff,Tribal Staff,Tribal Staff,matched,1,page_item,1,Tribal Staff,Item,Items,Y,
trident of poseidon,Trident of Poseidon,Trident of Poseidon,matched,1,page_item,1,Trident of Poseidon,Item,Items,Y,
trigon knot,Trigon Knot,Trigon Knot,matched,1,page_item,1,Trigon Knot,Item,Items,Y,
trout,Trout,Trout,matched,1,page_item,1,Trout,Fish,Fish,Y,
turkey buddy doll,Turkey Buddy Doll,Turkey Buddy Doll,matched,1,page_item,1,Turkey Buddy Doll,Item,Items,Y,
yellow twine,Yellow Twine,Yellow Twine,matched,3,page_item; used_in_target,1,Yellow Twine,Item,Items,Y,
white twine,White Twine,White Twine,matched,3,page_item; used_in_target,1,White Twine,Item,Items,Y,
two hearts belt,Two Hearts Belt,Two Hearts Belt,matched,1,page_item,1,Two Hearts Belt,Event,Event,Y,
u'ral talisman,U'ral Talisman,U'ral Talisman,matched,1,page_item,1,U'ral Talisman,Item,Items,Y,
ugly buddy sweater,Ugly Buddy Sweater,Ugly Buddy Sweater,matched,1,page_item,1,Ugly Buddy Sweater,Event,Event,Y,
uncle sam buddy doll,Uncle Sam Buddy Doll,Uncle Sam Buddy Doll,matched,1,page_item,1,Uncle Sam Buddy Doll,Item,Items,Y,
unicorn key,Unicorn Key,Unicorn Key,matched,1,page_item,1,Unicorn Key,Item,Items,Y,
unrefined sugar,Unrefined Sugar,Unrefined Sugar,matched,1,page_item,1,Unrefined Sugar,Item,Items,Y,
unusual gem,Unusual Gem,Unusual Gem,matched,1,page_item,1,Unusual Gem,Item,Items,Y,
utal's sabre,Utal's Sabre,Utal's Sabre,matched,1,page_item,1,Utal's Sabre,Item,Items,Y,
vacation buddy doll,Vacation Buddy Doll,Vacation Buddy Doll,matched,1,page_item,1,Vacation Buddy Doll,Item,Items,Y,
valentines card,Valentines Card,Valentines Card,matched,1,page_item,1,Valentines Card,Event,Event,Y,
vampire buddy doll,Vampire Buddy Doll,Vampire Buddy Doll,matched,1,page_item,1,Vampire Buddy Doll,Item,Items,Y,
watermelon,Watermelon,Watermelon,matched,2,ingredient; page_item,1,Watermelon,Crop,Crops,Y,
velocity belt,Velocity Belt,Velocity Belt,matched,1,page_item,1,Velocity Belt,Item,Items,Y,
vincent bobblehead,Vincent Bobblehead,Vincent Bobblehead,matched,1,page_item,1,Vincent Bobblehead,Item,Items,Y,
vip card,VIP Card,VIP Card,matched,1,page_item,1,VIP Card,Item,Items,Y,
vip platinum card,VIP Platinum Card,VIP Platinum Card,matched,1,page_item,1,VIP Platinum Card,Item,Items,Y,
vixen,Vixen,Vixen,matched,1,page_item,1,Vixen,Event,Event,Y,
void bag 01,Void Bag 01,Void Bag 01,matched,1,page_item,1,Void Bag 01,Item,Items,Y,
waffle,Waffle,Waffle,matched,1,page_item,1,Waffle,Item,Items,Y,
wampa buddy doll,Wampa Buddy Doll,Wampa Buddy Doll,matched,1,page_item,1,Wampa Buddy Doll,Item,Items,Y,
water bottle,Water Bottle,Water Bottle,matched,1,page_item,1,Water Bottle,Event,Event,Y,
water lily,Water Lily,Water Lily,matched,1,page_item,1,Water Lily,Item,Items,Y,
water orb,Water Orb,Water Orb,matched,1,page_item,1,Water Orb,Item,Items,Y,
watermelon seeds,Watermelon Seeds,Watermelon Seeds,matched,1,page_item,1,Watermelon Seeds,Seed,Seeds,Y,
wax candle,Wax Candle,Wax Candle,matched,1,page_item,1,Wax Candle,Item,Items,Y,
we know card,We Know Card,We Know Card,matched,1,page_item,1,We Know Card,Card,Cards,Y,
welcome card,Welcome Card,Welcome Card,matched,1,page_item,1,Welcome Card,Card,Cards,Y,
werewolf buddy doll,Werewolf Buddy Doll,Werewolf Buddy Doll,matched,1,page_item,1,Werewolf Buddy Doll,Item,Items,Y,
wheat,Wheat,Wheat,matched,1,page_item,1,Wheat,Crop,Crops,Y,
wheat seeds,Wheat Seeds,Wheat Seeds,matched,1,page_item,1,Wheat Seeds,Seed,Seeds,Y,
whistle,Whistle,Whistle,matched,1,page_item,1,Whistle,Event,Event,Y,
white scarf,White Scarf,White Scarf,matched,3,page_item; used_in_target,1,White Scarf,Item,Items,Y,
white truffle,White Truffle,White Truffle,matched,1,page_item,1,White Truffle,Item,Items,Y,
winged amulet,Winged Amulet,Winged Amulet,matched,1,page_item,1,Winged Amulet,Item,Items,Y,
winter basket,Winter Basket,Winter Basket,matched,1,page_item,1,Winter Basket,Item,Items,Y,
wishbone necklace,Wishbone Necklace,Wishbone Necklace,matched,1,page_item,1,Wishbone Necklace,Item,Items,Y,
witch hat,Witch Hat,Witch Hat,matched,1,page_item,1,Witch Hat,Event,Event,Y,
witch's brew,Witch's Brew,Witch's Brew,matched,1,page_item,1,Witch's Brew,Event,Event,Y,
witch's broom,Witch's Broom,Witch's Broom,matched,1,page_item,1,Witch's Broom,Event,Event,Y,
wizard's second favorite feather,Wizard's Second Favorite Feather,Wizard's Second Favorite Feather,matched,1,page_item,1,Wizard's Second Favorite Feather,Item,Items,Y,
wooden mask,Wooden Mask,Wooden Mask,matched,1,page_item,1,Wooden Mask,Item,Items,Y,
wooden pipe,Wooden Pipe,Wooden Pipe,matched,1,page_item,1,Wooden Pipe,Item,Items,Y,
world globe,World Globe,World Globe,matched,1,page_item,1,World Globe,Item,Items,Y,
y73841 blueprint,Y73841 Blueprint,Y73841 Blueprint,matched,2,ingredient; page_item,1,Y73841 Blueprint,Item,Items,Y,
yellow scarf,Yellow Scarf,Yellow Scarf,matched,3,page_item; used_in_target,1,Yellow Scarf,Item,Items,Y,
yellow ornament,Yellow Ornament,Yellow Ornament,matched,1,page_item,1,Yellow Ornament,Event,Event,Y,
yellow perch,Yellow Perch,Yellow Perch,matched,1,page_item,1,Yellow Perch,Fish,Fish,Y,
yellow watermelon,Yellow Watermelon,Yellow Watermelon,matched,1,page_item,1,Yellow Watermelon,Event,Event,Y,
you rock card,You Rock Card,You Rock Card,matched,1,page_item,1,You Rock Card,Card,Cards,Y,
yoyo,YoYo,YoYo,matched,1,page_item,1,YoYo,Item,Items,Y,
yule goat,Yule Goat,Yule Goat,matched,1,page_item,1,Yule Goat,Event,Event,Y,
zho's dagger,Zho's Dagger,Zho's Dagger,matched,1,page_item,1,Zho's Dagger,Item,Items,Y,
zombie buddy doll,Zombie Buddy Doll,Zombie Buddy Doll,matched,1,page_item,1,Zombie Buddy Doll,Item,Items,Y,
