item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,notes
Tin Scraps,tin scraps,yes,1432,tin-scraps,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Toga Buddy Doll,toga buddy doll,unknown,1459,toga-buddy-doll,buddy_item_evidence_cache,
Toilet Paper,toilet paper,yes,616,toilet-paper,buddy_item_evidence_cache;mastery_difficulty,
Tomato,tomato,yes,15,tomato,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Tomato Seeds,tomato seeds,unknown,16,tomato-seeds,buddy_item_evidence_cache,
Tombstone,tombstone,unknown,1141,tombstone,buddy_item_evidence_cache,
Toothbrush,toothbrush,unknown,809,toothbrush,buddy_item_evidence_cache,
Torch Fish,torch fish,yes,231,torch-fish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Tower Key,tower key,unknown,469,tower-key,buddy_item_evidence_cache,
Tower Prep Pack 01,tower prep pack 01,unknown,1293,tower-prep-pack-01,buddy_item_evidence_cache,
Toxic Tendrils,toxic tendrils,yes,1374,toxic-tendrils,buddy_item_evidence_cache;mastery_difficulty,
Transistor,transistor,unknown,597,transistor,buddy_item_evidence_cache;recipe_inputs.input,
Travel Voucher,travel voucher,unknown,1321,travel-voucher,buddy_item_evidence_cache,
Traveler's Bag 01,traveler's bag 01,unknown,1504,traveler-s-bag-01,buddy_item_evidence_cache,
Treasure Chest,treasure chest,yes,252,treasure-chest,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Treasure Key,treasure key,unknown,347,treasure-key,buddy_item_evidence_cache,
Treat Bag 01,treat bag 01,unknown,360,treat-bag-01,buddy_item_evidence_cache,
Treat Bag 02,treat bag 02,unknown,364,treat-bag-02,buddy_item_evidence_cache,
Treat Bag 03,treat bag 03,unknown,372,treat-bag-03,buddy_item_evidence_cache,
Treat Bag 04,treat bag 04,unknown,656,treat-bag-04,buddy_item_evidence_cache,
Treat Bag 05,treat bag 05,unknown,863,treat-bag-05,buddy_item_evidence_cache,
Treat Bag 06,treat bag 06,unknown,1124,treat-bag-06,buddy_item_evidence_cache,
Tribal Mask,tribal mask,unknown,313,tribal-mask,buddy_item_evidence_cache,
Tribal Staff,tribal staff,unknown,324,tribal-staff,buddy_item_evidence_cache,
Trident of Poseidon,trident of poseidon,unknown,386,trident-of-poseidon,buddy_item_evidence_cache,
Trigon Knot,trigon knot,unknown,543,trigon-knot,buddy_item_evidence_cache,
Trout,trout,yes,63,trout,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Turkey Buddy Doll,turkey buddy doll,unknown,1149,turkey-buddy-doll,buddy_item_evidence_cache,
Twilight Squid,twilight squid,yes,1517,twilight-squid,buddy_item_evidence_cache;new_item_intake_2026_06_30;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,"Promoted to masterable in BL-326 from a mastery value in the reviewed personal export and final user confirmation. Source: https://buddy.farm/i/twilight-squid/; Page data: https://buddy.farm/page-data/i/twilight-squid/page-data.json; Cache: twilight-squid__twilight-squid.json; Parser: buddy-item-multi-source-v1"
Twine,twine,yes,163,twine,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Two Hearts Belt,two hearts belt,unknown,1193,two-hearts-belt,buddy_item_evidence_cache,
U'ral Talisman,u'ral talisman,unknown,1362,u-ral-talisman,buddy_item_evidence_cache,
Ugly Buddy Sweater,ugly buddy sweater,yes,1342,ugly-buddy-sweater,buddy_item_evidence_cache;mastery_difficulty,
Uncle Sam Buddy Doll,uncle sam buddy doll,unknown,1268,uncle-sam-buddy-doll,buddy_item_evidence_cache,
Unicorn Key,unicorn key,unknown,818,unicorn-key,buddy_item_evidence_cache,
Unicorn Shell,unicorn shell,yes,1516,unicorn-shell,buddy_item_evidence_cache;new_item_intake_2026_06_30;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,"Promoted to masterable in BL-326 from a mastery value in the reviewed personal export and final user confirmation. Source: https://buddy.farm/i/unicorn-shell/; Page data: https://buddy.farm/page-data/i/unicorn-shell/page-data.json; Cache: unicorn-shell__unicorn-shell.json; Parser: buddy-item-multi-source-v1"
Unpolished Aquacite,unpolished aquacite,unknown,855,unpolished-aquacite,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Emerald,unpolished emerald,unknown,142,unpolished-emerald,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Flarite,unpolished flarite,unknown,926,unpolished-flarite,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Garnet,unpolished garnet,unknown,318,unpolished-garnet,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Jade,unpolished jade,unknown,263,unpolished-jade,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Pyrite,unpolished pyrite,unknown,1114,unpolished-pyrite,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Ruby,unpolished ruby,unknown,93,unpolished-ruby,buddy_item_evidence_cache;recipe_inputs.input,
Unpolished Shimmer Stone,unpolished shimmer stone,yes,76,unpolished-shimmer-stone,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Unrefined Sugar,unrefined sugar,yes,1298,unrefined-sugar,buddy_item_evidence_cache;mastery_difficulty,
Unusual Gem,unusual gem,unknown,816,unusual-gem,buddy_item_evidence_cache,
Utal's Sabre,utal's sabre,unknown,869,utal-s-sabre,buddy_item_evidence_cache,
Vacation Buddy Doll,vacation buddy doll,unknown,1251,vacation-buddy-doll,buddy_item_evidence_cache,
Valentines Card,valentines card,yes,488,valentines-card,buddy_item_evidence_cache;mastery_difficulty,
Valve,valve,yes,1506,valve,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Vampire Buddy Doll,vampire buddy doll,unknown,1145,vampire-buddy-doll,buddy_item_evidence_cache,
Veggie Juice,veggie juice,yes,1437,veggie-juice,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Veggie Juice Instruction Sheet,veggie juice instruction sheet,no,1535,veggie-juice-instruction-sheet,buddy_item_evidence_cache;new_item_intake_2026_08_11,Promoted for BL-329 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/veggie-juice-instruction-sheet/; Page data: https://buddy.farm/page-data/i/veggie-juice-instruction-sheet/page-data.json; Cache: veggie-juice-instruction-sheet__veggie-juice-instruction-sheet.json; Parser: buddy-item-multi-source-v1
Velocity Belt,velocity belt,unknown,850,velocity-belt,buddy_item_evidence_cache,
Vincent Bobblehead,vincent bobblehead,unknown,1080,vincent-bobblehead,buddy_item_evidence_cache,
Vincent's Sea Pincher Special,vincent's sea pincher special,unknown,650,vincent-s-sea-pincher-special,buddy_item_evidence_cache;recipes.recipe_book,
VIP Card,vip card,unknown,767,vip-card,buddy_item_evidence_cache,
VIP Platinum Card,vip platinum card,unknown,864,vip-platinum-card,buddy_item_evidence_cache,
Vixen,vixen,unknown,443,vixen,buddy_item_evidence_cache,
Void Bag 01,void bag 01,unknown,884,void-bag-01,buddy_item_evidence_cache,
Waffle,waffle,unknown,891,waffle,buddy_item_evidence_cache,
Wagon Wheel,wagon wheel,yes,328,wagon-wheel,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wampa Buddy Doll,wampa buddy doll,unknown,1350,wampa-buddy-doll,buddy_item_evidence_cache,
Water Bottle,water bottle,unknown,621,water-bottle,buddy_item_evidence_cache,
Water Lily,water lily,yes,378,water-lily,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Water Orb,water orb,unknown,701,water-orb,buddy_item_evidence_cache,
Watermelon,watermelon,yes,59,watermelon,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Watermelon Seeds,watermelon seeds,unknown,60,watermelon-seeds,buddy_item_evidence_cache,
Wax Candle,wax candle,unknown,354,wax-candle,buddy_item_evidence_cache,
We Know Card,we know card,unknown,801,we-know-card,buddy_item_evidence_cache,
Welcome Card,welcome card,unknown,888,welcome-card,buddy_item_evidence_cache,
Werewolf Buddy Doll,werewolf buddy doll,unknown,1147,werewolf-buddy-doll,buddy_item_evidence_cache,
Wheat,wheat,yes,71,wheat,buddy_item_evidence_cache;mastery_difficulty,
Wheat Seeds,wheat seeds,unknown,70,wheat-seeds,buddy_item_evidence_cache,
Whistle,whistle,unknown,622,whistle,buddy_item_evidence_cache,
White Cloak,white cloak,yes,1402,white-cloak,buddy_item_evidence_cache;recipes.output;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
White Dye,white dye,yes,1387,white-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
White Flowers,white flowers,unknown,733,white-flowers,buddy_item_evidence_cache;recipe_inputs.input,
White Parchment,white parchment,yes,81,white-parchment,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
White Purse,white purse,yes,1394,white-purse,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
White Scarf,white scarf,yes,1408,white-scarf,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
White Shirt,white shirt,yes,1416,white-shirt,buddy_item_evidence_cache;recipes.output;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
White Sugar,white sugar,yes,1299,white-sugar,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
White Truffle,white truffle,unknown,1035,white-truffle,buddy_item_evidence_cache,
White Twine,white twine,yes,1389,white-twine,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Wine,wine,yes,121,wine,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Winged Amulet,winged amulet,unknown,297,winged-amulet,buddy_item_evidence_cache,
Winter Basket,winter basket,unknown,705,winter-basket,buddy_item_evidence_cache,
Wishbone Necklace,wishbone necklace,unknown,477,wishbone-necklace,buddy_item_evidence_cache,
Witch Hat,witch hat,unknown,357,witch-hat,buddy_item_evidence_cache,
Witch's Brew,witch's brew,yes,666,witch-s-brew,buddy_item_evidence_cache;mastery_difficulty,
Witch's Broom,witch's broom,yes,663,witch-s-broom,buddy_item_evidence_cache;mastery_difficulty,
Wizard Hat,wizard hat,yes,240,wizard-hat,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Wizard's Second Favorite Feather,wizard's second favorite feather,unknown,798,wizard-s-second-favorite-feather,buddy_item_evidence_cache,
Wood,wood,unknown,35,wood,buddy_item_evidence_cache;recipe_inputs.input,
Wooden Barrel,wooden barrel,yes,72,wooden-barrel,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wooden Bow,wooden bow,yes,455,wooden-bow,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Wooden Box,wooden box,yes,37,wooden-box,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wooden Button,wooden button,yes,845,wooden-button,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wooden Mask,wooden mask,unknown,214,wooden-mask,buddy_item_evidence_cache,
Wooden Pipe,wooden pipe,unknown,272,wooden-pipe,buddy_item_evidence_cache,
Wooden Plank,wooden plank,yes,36,wooden-plank,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wooden Shield,wooden shield,yes,127,wooden-shield,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Wooden Spear,wooden spear,yes,894,wooden-spear,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Wooden Sword,wooden sword,yes,299,wooden-sword,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Wooden Table,wooden table,yes,738,wooden-table,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
World Globe,world globe,unknown,811,world-globe,buddy_item_evidence_cache,
Worms,worms,unknown,18,worms,buddy_item_evidence_cache;recipe_inputs.input,
Wrench,wrench,yes,594,wrench,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Y73841 Blueprint,y73841 blueprint,unknown,612,y73841-blueprint,buddy_item_evidence_cache;recipe_inputs.input,
Y73841 Detector,y73841 detector,no,613,y73841-detector,buddy_item_evidence_cache;recipes.output;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Yarn,yarn,yes,427,yarn,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Yellow Bag,yellow bag,yes,1398,yellow-bag,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Yellow Butterfly,yellow butterfly,yes,1397,yellow-butterfly,buddy_item_evidence_cache;recipes.output;tower_requirements,
Yellow Dye,yellow dye,yes,1364,yellow-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Yellow Flowers,yellow flowers,unknown,730,yellow-flowers,buddy_item_evidence_cache;recipe_inputs.input,
Yellow Ornament,yellow ornament,unknown,405,yellow-ornament,buddy_item_evidence_cache,
Yellow Perch,yellow perch,yes,24,yellow-perch,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Yellow Purse,yellow purse,yes,1393,yellow-purse,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Yellow Scarf,yellow scarf,yes,1405,yellow-scarf,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Yellow Shirt,yellow shirt,yes,1414,yellow-shirt,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Yellow Twine,yellow twine,yes,1391,yellow-twine,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Yellow Watermelon,yellow watermelon,yes,803,yellow-watermelon,buddy_item_evidence_cache;mastery_difficulty,
You Rock Card,you rock card,unknown,802,you-rock-card,buddy_item_evidence_cache,
YoYo,yoyo,unknown,1105,yoyo,buddy_item_evidence_cache,
Yule Goat,yule goat,yes,1163,yule-goat,buddy_item_evidence_cache;mastery_difficulty,
Zho's Dagger,zho's dagger,unknown,702,zho-s-dagger,buddy_item_evidence_cache,
Zombie Buddy Doll,zombie buddy doll,unknown,1143,zombie-buddy-doll,buddy_item_evidence_cache,
Goldfish Prize,goldfish prize,no,1512,goldfish-prize,buddy_manual_refresh,Observed from new item screenshot and Buddy page-data on 2026-06-22; explicitly not masterable per user review.
Wood Planer,wood planer,yes,1511,wood-planer,buddy_manual_refresh;mastery_difficulty;recipes.output;recipe_inputs.input,Observed from new item screenshot and Buddy page-data on 2026-06-22; craftable and masterable per user review.
Pine Shavings,pine shavings,yes,1510,pine-shavings,buddy_manual_refresh;mastery_difficulty;recipes.output,Observed from new item screenshot and Buddy page-data on 2026-06-22; craftable and masterable per user review.
Cid's Spare Pickaxe,cid's spare pickaxe,no,1561,cid-s-spare-pickaxe,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04. Generated slug cids-spare-pickaxe returned 404; confirmed Buddy slug is cid-s-spare-pickaxe.
Heavy Pickaxe,heavy pickaxe,yes,1537,heavy-pickaxe,buddy_item_evidence_cache;new_item_intake_2026_08_24,Promoted for BL-335 from cached Buddy page-data. User confirmed this item is masterable; no mastery difficulty tier was inferred.
Mega Pine Seeds,mega pine seeds,unknown,1570,mega-pine-seeds,buddy_item_evidence_cache;new_item_intake_2026_08_24,Promoted for BL-335 from cached Buddy page-data. Mastery eligibility remains unknown pending user confirmation.
Mining Bag 01,mining bag 01,no,1554,mining-bag-01,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04.
Mining Bag 02,mining bag 02,no,1555,mining-bag-02,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04.
Mining Bag 03,mining bag 03,no,1556,mining-bag-03,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04.
Mining Bag 04,mining bag 04,no,1557,mining-bag-04,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04.
Mining Bag 05,mining bag 05,no,1558,mining-bag-05,buddy_item_evidence_cache;new_item_intake_2026_08_24;user_mastery_eligibility_review_2026_09_04,Promoted for BL-335 from cached Buddy page-data. User explicitly confirmed this item is not masterable on 2026-09-04.
Wooden Footstool,wooden footstool,yes,1534,wooden-footstool,buddy_item_evidence_cache;new_item_intake_2026_08_24;recipes.output,Promoted for BL-335 from cached Buddy page-data. User confirmed this item is masterable; no mastery difficulty tier was inferred.
Ancient Pickaxe,ancient pickaxe,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Aquacite Ring,aquacite ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Bright Lantern,bright lantern,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Calmine Composite,calmine composite,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Calmine Lotion,calmine lotion,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Calmine Statue,calmine statue,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Chisel,chisel,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Condensed Gravicite,condensed gravicite,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Deep Ocean Ring,deep ocean ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Embershard Ring,embershard ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Embershard Staff,embershard staff,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Esperium Band,esperium band,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Fairy Ring,fairy ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Garnet Walking Stick,garnet walking stick,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Horn Powder,horn powder,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Joyful Ring,joyful ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Ornate Anvil,ornate anvil,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Ornate Flarite Ring,ornate flarite ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Peridot,peridot,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Pinecone Bird Feeder,pinecone bird feeder,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Plum Goblet,plum goblet,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Plum Iron,plum iron,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Redbrook Patch,redbrook patch,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Refined Esperium,refined esperium,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Refined Plum Ore,refined plum ore,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Reforged Sword,reforged sword,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Shining Earrings,shining earrings,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Stained Glass Art,stained glass art,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Strong Wire,strong wire,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Sunstone Ring,sunstone ring,yes,,,workshop_paste_2026_08_31;recipes.output,User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Gravity Orb,gravity orb,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Cave Paste,cave paste,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Acid Extract,acid extract,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Gravicite,gravicite,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ocean Stone,ocean stone,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Pestle and Mortar,pestle and mortar,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Unpolished Peridot,unpolished peridot,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Quench,quench,yes,,,workshop_paste_2026_08_31;recipe_inputs.input;user_mastery_export_2026_09_04,Observed only as a recipe input in the user-supplied Workshop paste for BL-337; mastery eligibility was not inferred. Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Fenrir's Den Charm,fenrir's den charm,no,,,user_august_item_list_2026_09_04;user_mastery_eligibility_review_2026_09_04,User-supplied August item identity promoted in BL-339. User explicitly confirmed this item is not masterable on 2026-09-04.
Ember Caverns Charm,ember caverns charm,no,,,user_august_item_list_2026_09_04;user_mastery_eligibility_review_2026_09_04,User-supplied August item identity promoted in BL-339. User explicitly confirmed this item is not masterable on 2026-09-04.
Sol Grotto Charm,sol grotto charm,no,,,user_august_item_list_2026_09_04;user_mastery_eligibility_review_2026_09_04,User-supplied August item identity promoted in BL-339. User explicitly confirmed this item is not masterable on 2026-09-04.
Mining Bag 06,mining bag 06,no,,,user_august_item_list_2026_09_04;user_mastery_eligibility_review_2026_09_04,User-supplied August item identity promoted in BL-339. User explicitly confirmed this item is not masterable on 2026-09-04.
Green Gel,green gel,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ancient Rune,ancient rune,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Mossy Bone,mossy bone,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ruined Ether Drill,ruined ether drill,unknown,,,user_august_item_list_2026_09_04,User-supplied August item identity promoted in BL-339; absent from the 2026-09-04 mastery export so eligibility remains unknown.
Fossilized Viper,fossilized viper,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ancient Bird Fossil,ancient bird fossil,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Mossrock Mine Charm,mossrock mine charm,no,,,user_august_item_list_2026_09_04;user_mastery_eligibility_review_2026_09_04,User-supplied August item identity promoted in BL-339. User explicitly confirmed this item is not masterable on 2026-09-04.
Mossroom,mossroom,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ancient Ram Fossil,ancient ram fossil,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Mossy Cog,mossy cog,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Ruined Ether Hammer,ruined ether hammer,unknown,,,user_august_item_list_2026_09_04,User-supplied August item identity promoted in BL-339; absent from the 2026-09-04 mastery export so eligibility remains unknown.
Veinshard,veinshard,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Flarite Ring,flarite ring,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Green Halite Ring,green halite ring,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Green Halite Earrings,green halite earrings,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Potion of Clarity,potion of clarity,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
Tin Goblet,tin goblet,yes,,,user_august_item_list_2026_09_04;user_mastery_export_2026_09_04,Exact item-name match in the user-supplied mastery export on 2026-09-04; promoted in BL-339.
