quest_key,quest_name,questline_key,questline_name,questline_aliases,stage_label,npc,farming_level,fishing_level,crafting_level,exploring_level,tower_level,previous_quest_key,next_quest_keys,source_url,coverage_status,notes
a way back vi,A Way Back VI,a way back,A Way Back,,VI,,,,,,,a way back v,a way back vii,https://buddy.farm/q/a-way-back-vi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 768; Quest image: /img/items/cthomas2.png
a way back vii,A Way Back VII,a way back,A Way Back,,VII,,,,,,,a way back vi,a way back viii,https://buddy.farm/q/a-way-back-vii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 769; Quest image: /img/items/cthomas2.png
a way back viii,A Way Back VIII,a way back,A Way Back,,VIII,,,,,,,a way back vii,a way back ix,https://buddy.farm/q/a-way-back-viii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 770; Quest image: /img/items/cthomas2.png
a way back ix,A Way Back IX,a way back,A Way Back,,IX,,,,,,,a way back viii,a way back x,https://buddy.farm/q/a-way-back-ix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 771; Quest image: /img/items/cthomas2.png
a way back x,A Way Back X,a way back,A Way Back,,X,,,,,,,a way back ix,a way back xi,https://buddy.farm/q/a-way-back-x/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 772; Quest image: /img/items/cthomas2.png
a way back xi,A Way Back XI,a way back,A Way Back,,XI,,,,,,,a way back x,a way back xii,https://buddy.farm/q/a-way-back-xi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 788; Quest image: /img/items/a_048.png
a way back xii,A Way Back XII,a way back,A Way Back,,XII,,,,,,,a way back xi,a way back xiii,https://buddy.farm/q/a-way-back-xii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 789; Quest image: /img/items/a_048.png
a way back xiii,A Way Back XIII,a way back,A Way Back,,XIII,,,,,,,a way back xii,a way back xiv,https://buddy.farm/q/a-way-back-xiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 790; Quest image: /img/items/a_048.png
a way back xiv,A Way Back XIV,a way back,A Way Back,,XIV,,,,,,,a way back xiii,a way back xv,https://buddy.farm/q/a-way-back-xiv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 792; Quest image: /img/items/a_048.png
a way back xv,A Way Back XV,a way back,A Way Back,,XV,,,,,,,a way back xiv,a way back xvi,https://buddy.farm/q/a-way-back-xv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 791; Quest image: /img/items/a_048.png
a way back xvi,A Way Back XVI,a way back,A Way Back,,XVI,,,,,,,a way back xv,a way back xvii,https://buddy.farm/q/a-way-back-xvi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 817; Quest image: /img/items/a_048.png
a way back xvii,A Way Back XVII,a way back,A Way Back,,XVII,,,,,,,a way back xvi,a way back xviii,https://buddy.farm/q/a-way-back-xvii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 818; Quest image: /img/items/a_048.png
a way back xviii,A Way Back XVIII,a way back,A Way Back,,XVIII,,,,,,,a way back xvii,a way back xix,https://buddy.farm/q/a-way-back-xviii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 819; Quest image: /img/items/a_048.png
a way back xix,A Way Back XIX,a way back,A Way Back,,XIX,,,,,,,a way back xviii,a way back xx,https://buddy.farm/q/a-way-back-xix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 820; Quest image: /img/items/cthomas2.png
a way back xx,A Way Back XX,a way back,A Way Back,,XX,,,,,,,a way back xix,a way back xxi,https://buddy.farm/q/a-way-back-xx/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 821; Quest image: /img/items/cthomas2.png
a way back xxi,A Way Back XXI,a way back,A Way Back,,XXI,,,,,,,a way back xx,a way back xxii,https://buddy.farm/q/a-way-back-xxi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 868; Quest image: /img/items/cthomas2.png
a way back xxii,A Way Back XXII,a way back,A Way Back,,XXII,,,,,,,a way back xxi,a way back xxiii,https://buddy.farm/q/a-way-back-xxii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 869; Quest image: /img/items/MustacheTom96.png
a way back xxiii,A Way Back XXIII,a way back,A Way Back,,XXIII,,,,,,,a way back xxii,a way back xxiv,https://buddy.farm/q/a-way-back-xxiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 870; Quest image: /img/items/MustacheTom96.png
a way back xxiv,A Way Back XXIV,a way back,A Way Back,,XXIV,,,,,,,a way back xxiii,a way back xxv,https://buddy.farm/q/a-way-back-xxiv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 871; Quest image: /img/items/MustacheTom96.png
a way back xxv,A Way Back XXV,a way back,A Way Back,,XXV,,,,,,,a way back xxiv,a way back xxvi,https://buddy.farm/q/a-way-back-xxv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 872; Quest image: /img/items/MustacheTom96.png
a way back xxvi,A Way Back XXVI,a way back,A Way Back,,XXVI,,,,,,,a way back xxv,a way back xxvii,https://buddy.farm/q/a-way-back-xxvi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 873; Quest image: /img/items/a_048.png
a way back xxvii,A Way Back XXVII,a way back,A Way Back,,XXVII,,,,,,,a way back xxvi,a way back xxviii,https://buddy.farm/q/a-way-back-xxvii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 874; Quest image: /img/items/a_048.png
a way back xxviii,A Way Back XXVIII,a way back,A Way Back,,XXVIII,,,,,,,a way back xxvii,a way back xxix,https://buddy.farm/q/a-way-back-xxviii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 875; Quest image: /img/items/a_048.png
a way back xxix,A Way Back XXIX,a way back,A Way Back,,XXIX,,,,,,,a way back xxviii,a way back xxx,https://buddy.farm/q/a-way-back-xxix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 876; Quest image: /img/items/a_048.png
a way back xxx,A Way Back XXX,a way back,A Way Back,,XXX,,,,,,,a way back xxix,a way back xxxi,https://buddy.farm/q/a-way-back-xxx/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 877; Quest image: /img/items/MustacheTom96.png
a way back xxxi,A Way Back XXXI,a way back,A Way Back,,XXXI,,,,,,,a way back xxx,a way back xxxii,https://buddy.farm/q/a-way-back-xxxi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 896; Quest image: /img/items/a_048.png
a way back xxxii,A Way Back XXXII,a way back,A Way Back,,XXXII,,,,,,,a way back xxxi,a way back xxxiii,https://buddy.farm/q/a-way-back-xxxii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 897; Quest image: /img/items/a_048.png
a way back xxxiii,A Way Back XXXIII,a way back,A Way Back,,XXXIII,,,,,,,a way back xxxii,,https://buddy.farm/q/a-way-back-xxxiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 898; Quest image: /img/items/7475.png
a way forward i,A Way Forward I,a way forward,A Way Forward,,I,,,,,,,,a way forward ii,https://buddy.farm/q/a-way-forward-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 415; Quest image: /img/items/MustacheTom96.png
a way forward ii,A Way Forward II,a way forward,A Way Forward,,II,,,,,,,a way forward i,a way forward iii,https://buddy.farm/q/a-way-forward-ii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 416; Quest image: /img/items/MustacheTom96.png
a way forward iii,A Way Forward III,a way forward,A Way Forward,,III,,,,,,,a way forward ii,a way forward iv,https://buddy.farm/q/a-way-forward-iii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 417; Quest image: /img/items/MustacheTom96.png
a way forward iv,A Way Forward IV,a way forward,A Way Forward,,IV,,,,,,,a way forward iii,a way forward v,https://buddy.farm/q/a-way-forward-iv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 418; Quest image: /img/items/MustacheTom96.png
a way forward v,A Way Forward V,a way forward,A Way Forward,,V,,,,,,,a way forward iv,a way forward vi,https://buddy.farm/q/a-way-forward-v/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 419; Quest image: /img/items/MustacheTom96.png
a way forward vi,A Way Forward VI,a way forward,A Way Forward,,VI,,,,,,,a way forward v,a way forward vii,https://buddy.farm/q/a-way-forward-vi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 420; Quest image: /img/items/MustacheTom96.png
