openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Bug Bag 01,bug bag 01,Snail,snail,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Spider,spider,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Christmas Present 02,christmas present 02,Lemonade,lemonade,20,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-02/; Page data: https://buddy.farm/page-data/i/christmas-present-02/page-data.json; Cache: christmas-present-02__christmas-present-02.json; Parser: buddy-item-multi-source-v1
Christmas Present 02,christmas present 02,Orange Juice,orange juice,20,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-02/; Page data: https://buddy.farm/page-data/i/christmas-present-02/page-data.json; Cache: christmas-present-02__christmas-present-02.json; Parser: buddy-item-multi-source-v1
Christmas Present 03,christmas present 03,Apple,apple,30,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-03/; Page data: https://buddy.farm/page-data/i/christmas-present-03/page-data.json; Cache: christmas-present-03__christmas-present-03.json; Parser: buddy-item-multi-source-v1
Christmas Present 03,christmas present 03,Bacon,bacon,30,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-03/; Page data: https://buddy.farm/page-data/i/christmas-present-03/page-data.json; Cache: christmas-present-03__christmas-present-03.json; Parser: buddy-item-multi-source-v1
Christmas Present 03,christmas present 03,Fishing Net,fishing net,30,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-03/; Page data: https://buddy.farm/page-data/i/christmas-present-03/page-data.json; Cache: christmas-present-03__christmas-present-03.json; Parser: buddy-item-multi-source-v1
Christmas Present 04,christmas present 04,3-leaf Clover,3-leaf clover,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-04/; Page data: https://buddy.farm/page-data/i/christmas-present-04/page-data.json; Cache: christmas-present-04__christmas-present-04.json; Parser: buddy-item-multi-source-v1
Christmas Present 04,christmas present 04,Antler,antler,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-04/; Page data: https://buddy.farm/page-data/i/christmas-present-04/page-data.json; Cache: christmas-present-04__christmas-present-04.json; Parser: buddy-item-multi-source-v1
Christmas Present 04,christmas present 04,Corn,corn,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-04/; Page data: https://buddy.farm/page-data/i/christmas-present-04/page-data.json; Cache: christmas-present-04__christmas-present-04.json; Parser: buddy-item-multi-source-v1
Christmas Present 04,christmas present 04,Hops,hops,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-04/; Page data: https://buddy.farm/page-data/i/christmas-present-04/page-data.json; Cache: christmas-present-04__christmas-present-04.json; Parser: buddy-item-multi-source-v1
Christmas Present 05,christmas present 05,Ancient Coin,ancient coin,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-05/; Page data: https://buddy.farm/page-data/i/christmas-present-05/page-data.json; Cache: christmas-present-05__christmas-present-05.json; Parser: buddy-item-multi-source-v1
Christmas Present 05,christmas present 05,Candy Roll,candy roll,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-05/; Page data: https://buddy.farm/page-data/i/christmas-present-05/page-data.json; Cache: christmas-present-05__christmas-present-05.json; Parser: buddy-item-multi-source-v1
Christmas Present 05,christmas present 05,Fishing Net,fishing net,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-05/; Page data: https://buddy.farm/page-data/i/christmas-present-05/page-data.json; Cache: christmas-present-05__christmas-present-05.json; Parser: buddy-item-multi-source-v1
Christmas Present 05,christmas present 05,Lemonade,lemonade,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-05/; Page data: https://buddy.farm/page-data/i/christmas-present-05/page-data.json; Cache: christmas-present-05__christmas-present-05.json; Parser: buddy-item-multi-source-v1
Christmas Present 05,christmas present 05,Orange Juice,orange juice,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-05/; Page data: https://buddy.farm/page-data/i/christmas-present-05/page-data.json; Cache: christmas-present-05__christmas-present-05.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Carrot,carrot,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Cucumber,cucumber,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Eggplant,eggplant,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Peas,peas,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Peppers,peppers,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 06,christmas present 06,Radish,radish,60,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-06/; Page data: https://buddy.farm/page-data/i/christmas-present-06/page-data.json; Cache: christmas-present-06__christmas-present-06.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Blue Sea Bass,blue sea bass,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Clownfish,clownfish,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Conch Shell,conch shell,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Flier,flier,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Jellyfish,jellyfish,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Pearl,pearl,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Shrimp,shrimp,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 08,christmas present 08,Starfish,starfish,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-08/; Page data: https://buddy.farm/page-data/i/christmas-present-08/page-data.json; Cache: christmas-present-08__christmas-present-08.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Ancient Coin,ancient coin,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Antler,antler,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Milk,milk,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Mushroom Paste,mushroom paste,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Purple Flower,purple flower,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Scissors,scissors,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Snowball,snowball,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Tomato,tomato,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 09,christmas present 09,Trout,trout,90,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-09/; Page data: https://buddy.farm/page-data/i/christmas-present-09/page-data.json; Cache: christmas-present-09__christmas-present-09.json; Parser: buddy-item-multi-source-v1
Christmas Present 10,christmas present 10,Apple,apple,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-10/; Page data: https://buddy.farm/page-data/i/christmas-present-10/page-data.json; Cache: christmas-present-10__christmas-present-10.json; Parser: buddy-item-multi-source-v1
Christmas Present 10,christmas present 10,Aquamarine,aquamarine,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-10/; Page data: https://buddy.farm/page-data/i/christmas-present-10/page-data.json; Cache: christmas-present-10__christmas-present-10.json; Parser: buddy-item-multi-source-v1
Christmas Present 10,christmas present 10,Caterpillar,caterpillar,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-10/; Page data: https://buddy.farm/page-data/i/christmas-present-10/page-data.json; Cache: christmas-present-10__christmas-present-10.json; Parser: buddy-item-multi-source-v1
Christmas Present 10,christmas present 10,Grapes,grapes,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/christmas-present-10/; Page data: https://buddy.farm/page-data/i/christmas-present-10/page-data.json; Cache: christmas-present-10__christmas-present-10.json; Parser: buddy-item-multi-source-v1
